,0,1,2
471,472,"{'TAE': 245.6008056064311, 'RMSE': 615.9390391831965, 'MAPE': 0.09759599354946234, 'AIC': np.float64(14278.858571542423), 'BIC': np.float64(14437.042953917564)}","2015-06-20    4404.525741
2015-06-21     -55.129280
2015-06-22    5294.213023
2015-06-23    4554.051175
2015-06-24    4319.690504
2015-06-25    4486.986928
2015-06-26    4703.295604
2015-06-27    4725.996051
2015-06-28      91.505066
2015-06-29    6663.309841
2015-06-30    5947.946296
2015-07-01    5748.300593
2015-07-02    5925.464889
2015-07-03    6133.399678
2015-07-04    4767.751557
2015-07-05     111.420672
2015-07-06    5318.786356
2015-07-07    4606.129497
2015-07-08    4410.496194
2015-07-09    4588.776972
2015-07-10    4795.687045
2015-07-11    4774.219964
2015-07-12     115.283291
2015-07-13    6669.685891
2015-07-14    5957.349572
2015-07-15    5762.193010
2015-07-16    5940.606285
2015-07-17    6147.394226
2015-07-18    4776.476028
2015-07-19     117.229203
2015-07-20    5322.520626
2015-07-21    4610.222443
2015-07-22    4415.122612
2015-07-23    4593.551652
2015-07-24    4800.325058
2015-07-25    4778.230707
2015-07-26     118.946971
2015-07-27    6673.102697
2015-07-28    5960.809053
2015-07-29    5765.715973
2015-07-30    5944.146889
2015-07-31    6150.918565
Freq: D, Name: predicted_mean, dtype: float64"
472,473,"{'TAE': 7993.196381462098, 'RMSE': 434.90007040093076, 'MAPE': 0.12000143889410392, 'AIC': np.float64(13916.07066943663), 'BIC': np.float64(14074.255051811771)}","2015-06-20    2276.484919
2015-06-21     -69.201615
2015-06-22    3527.369764
2015-06-23    3030.761685
2015-06-24    2683.284630
2015-06-25    3046.659233
2015-06-26    2924.756674
2015-06-27    2298.884387
2015-06-28     -52.526479
2015-06-29    4951.642718
2015-06-30    4424.169852
2015-07-01    4023.692439
2015-07-02    4351.258724
2015-07-03    4256.146908
2015-07-04    2295.316189
2015-07-05     -55.537188
2015-07-06    3583.256148
2015-07-07    3058.793077
2015-07-08    2663.484069
2015-07-09    2994.542256
2015-07-10    2896.817899
2015-07-11    2294.279348
2015-07-12     -56.628393
2015-07-13    4943.423314
2015-07-14    4418.666739
2015-07-15    4022.853725
2015-07-16    4353.571394
2015-07-17    4256.101803
2015-07-18    2292.995659
2015-07-19     -57.906782
2015-07-20    3581.288078
2015-07-21    3056.560125
2015-07-22    2660.796260
2015-07-23    2991.547134
2015-07-24    2894.052700
2015-07-25    2291.736041
2015-07-26     -59.166916
2015-07-27    4940.845636
2015-07-28    4416.114891
2015-07-29    4020.346234
2015-07-30    4351.093870
2015-07-31    4253.601858
Freq: D, Name: predicted_mean, dtype: float64"
473,474,"{'TAE': 11500.787641634408, 'RMSE': 722.2165666943679, 'MAPE': 0.09816169699947652, 'AIC': np.float64(15099.108248137178), 'BIC': np.float64(15257.292630512318)}","2015-06-20     4875.483841
2015-06-21       51.980063
2015-06-22     7709.842367
2015-06-23     6412.039598
2015-06-24     6364.941578
2015-06-25     6143.310478
2015-06-26     6583.864805
2015-06-27     5079.016945
2015-06-28       93.593546
2015-06-29    10748.162733
2015-06-30     9321.947421
2015-07-01     9229.564877
2015-07-02     9017.629217
2015-07-03     9419.502791
2015-07-04     5068.583046
2015-07-05       93.766292
2015-07-06     7858.698805
2015-07-07     6440.899674
2015-07-08     6351.485124
2015-07-09     6138.913977
2015-07-10     6543.322794
2015-07-11     5072.165229
2015-07-12       96.653285
2015-07-13    10744.203340
2015-07-14     9325.852588
2015-07-15     9236.243508
2015-07-16     9023.714012
2015-07-17     9427.956662
2015-07-18     5074.828757
2015-07-19       99.362379
2015-07-20     7864.754945
2015-07-21     6446.440348
2015-07-22     6356.844018
2015-07-23     6144.311793
2015-07-24     6548.565334
2015-07-25     5077.552497
2015-07-26      102.083132
2015-07-27    10749.603034
2015-07-28     9331.286067
2015-07-29     9241.688901
2015-07-30     9029.156854
2015-07-31     9433.409681
Freq: D, Name: predicted_mean, dtype: float64"
474,475,"{'TAE': 20408.645960731374, 'RMSE': 903.1397010348085, 'MAPE': 0.1298007152404561, 'AIC': np.float64(14710.883669355393), 'BIC': np.float64(14869.068051730534)}","2015-06-20    6656.772063
2015-06-21     163.528720
2015-06-22    6482.112819
2015-06-23    5668.593567
2015-06-24    5209.958779
2015-06-25    5031.480923
2015-06-26    5302.983331
2015-06-27    6999.655104
2015-06-28     247.508820
2015-06-29    8704.591118
2015-06-30    7874.493635
2015-07-01    7410.231965
2015-07-02    7230.713347
2015-07-03    7496.465434
2015-07-04    7001.854599
2015-07-05     250.965437
2015-07-06    6511.848523
2015-07-07    5681.831611
2015-07-08    5217.597357
2015-07-09    5038.083800
2015-07-10    5303.864061
2015-07-11    7005.708306
2015-07-12     254.812981
2015-07-13    8712.175246
2015-07-14    7882.157940
2015-07-15    7417.923551
2015-07-16    7238.409970
2015-07-17    7504.190093
2015-07-18    7009.553904
2015-07-19     258.658610
2015-07-20    6519.540323
2015-07-21    5689.523019
2015-07-22    5225.288631
2015-07-23    5045.775050
2015-07-24    5311.555173
2015-07-25    7013.399542
2015-07-26     262.504248
2015-07-27    8719.866519
2015-07-28    7889.849215
2015-07-29    7425.614827
2015-07-30    7246.101246
2015-07-31    7511.881369
Freq: D, Name: predicted_mean, dtype: float64"
475,476,"{'TAE': 1667.1078681653016, 'RMSE': 597.5913229366928, 'MAPE': 0.08326463568048285, 'AIC': np.float64(14683.803376670428), 'BIC': np.float64(14841.987759045569)}","2015-06-20    2549.905901
2015-06-21     -25.304747
2015-06-22    6155.941701
2015-06-23    4824.228751
2015-06-24    4801.714612
2015-06-25    4908.253208
2015-06-26    4920.139157
2015-06-27    2690.608392
2015-06-28      -8.596363
2015-06-29    9046.930987
2015-06-30    7704.984995
2015-07-01    7311.380931
2015-07-02    7257.522232
2015-07-03    7393.264756
2015-07-04    2662.821541
2015-07-05     -12.239496
2015-07-06    6396.587650
2015-07-07    5056.634211
2015-07-08    4735.287993
2015-07-09    4712.661517
2015-07-10    4824.286950
2015-07-11    2667.842398
2015-07-12     -11.919853
2015-07-13    8999.293440
2015-07-14    7658.952014
2015-07-15    7323.535902
2015-07-16    7294.827953
2015-07-17    7411.149415
2015-07-18    2666.475007
2015-07-19     -12.371834
2015-07-20    6405.084053
2015-07-21    5064.818175
2015-07-22    4732.141723
2015-07-23    4704.617946
2015-07-24    4820.025006
2015-07-25    2666.351522
2015-07-26     -12.673565
2015-07-27    8996.859558
2015-07-28    7656.578970
2015-07-29    7323.369057
2015-07-30    7295.614700
2015-07-31    7411.199811
Freq: D, Name: predicted_mean, dtype: float64"
476,477,"{'TAE': 6778.26165441802, 'RMSE': 855.0946815191007, 'MAPE': 0.09169327611618347, 'AIC': np.float64(11589.880523878983), 'BIC': np.float64(11748.064906254123)}","2015-06-20    5969.769421
2015-06-21     110.306812
2015-06-22    5997.896114
2015-06-23    4772.551428
2015-06-24    4777.700162
2015-06-25    5198.552001
2015-06-26    5550.535671
2015-06-27    6108.543336
2015-06-28     119.976010
2015-06-29    8314.227197
2015-06-30    7083.517468
2015-07-01    6959.506540
2015-07-02    7392.355912
2015-07-03    7762.915245
2015-07-04    6100.230076
2015-07-05     120.172185
2015-07-06    6065.757208
2015-07-07    4835.401099
2015-07-08    4719.903645
2015-07-09    5151.962208
2015-07-10    5521.297137
2015-07-11    6101.611463
2015-07-12     120.992678
2015-07-13    8311.421040
2015-07-14    7081.041622
2015-07-15    6964.983008
2015-07-16    7397.093696
2015-07-17    7766.509332
2015-07-18    6102.353833
2015-07-19     121.772020
2015-07-20    6067.609021
2015-07-21    4837.231140
2015-07-22    4721.209515
2015-07-23    5153.316767
2015-07-24    5522.727083
2015-07-25    6103.138324
2015-07-26     122.554073
2015-07-27    8312.965826
2015-07-28    7082.587844
2015-07-29    6966.563780
2015-07-30    7398.671259
2015-07-31    7768.081925
Freq: D, Name: predicted_mean, dtype: float64"
477,478,"{'TAE': 902.0143697339226, 'RMSE': 689.3433035061896, 'MAPE': 0.08250240074025192, 'AIC': np.float64(14927.318294780165), 'BIC': np.float64(15085.502677155306)}","2015-06-20    4334.259178
2015-06-21    -165.962527
2015-06-22    6893.759643
2015-06-23    5852.495239
2015-06-24    5489.289783
2015-06-25    5616.029618
2015-06-26    5908.770846
2015-06-27    4808.755653
2015-06-28      14.909242
2015-06-29    9544.460473
2015-06-30    8320.464706
2015-07-01    7928.026824
2015-07-02    7981.048440
2015-07-03    8230.265127
2015-07-04    4773.669621
2015-07-05       1.507713
2015-07-06    7098.125943
2015-07-07    5887.726395
2015-07-08    5497.458821
2015-07-09    5555.972468
2015-07-10    5808.432482
2015-07-11    4776.256753
2015-07-12       2.478311
2015-07-13    9529.208117
2015-07-14    8317.795065
2015-07-15    7927.365707
2015-07-16    7985.469966
2015-07-17    8237.688216
2015-07-18    4776.035456
2015-07-19       2.377513
2015-07-20    7099.206011
2015-07-21    5887.868508
2015-07-22    5497.451210
2015-07-23    5555.585985
2015-07-24    5807.822256
2015-07-25    4776.023504
2015-07-26       2.356579
2015-07-27    9529.070711
2015-07-28    8317.727577
2015-07-29    7927.309379
2015-07-30    7985.441879
2015-07-31    8237.676808
Freq: D, Name: predicted_mean, dtype: float64"
478,479,"{'TAE': 30822.972506633378, 'RMSE': 1556.269022728374, 'MAPE': 0.10410166697742868, 'AIC': np.float64(15751.160094662075), 'BIC': np.float64(15909.344477037215)}","2015-06-20     7143.877737
2015-06-21     -868.003076
2015-06-22    10869.198011
2015-06-23    10197.104090
2015-06-24     8506.466682
2015-06-25     9015.547156
2015-06-26     9262.992074
2015-06-27     7251.816281
2015-06-28     -898.959051
2015-06-29    14099.215672
2015-06-30    13442.111382
2015-07-01    11766.773709
2015-07-02    12281.309715
2015-07-03    12542.016650
2015-07-04     7227.169553
2015-07-05     -926.589808
2015-07-06    10784.392647
2015-07-07    10127.610389
2015-07-08     8452.601413
2015-07-09     8967.254625
2015-07-10     9228.246479
2015-07-11     7199.674336
2015-07-12     -954.149134
2015-07-13    14043.462307
2015-07-14    13386.686968
2015-07-15    11711.685053
2015-07-16    12226.340784
2015-07-17    12487.338759
2015-07-18     7172.117922
2015-07-19     -981.706926
2015-07-20    10729.263428
2015-07-21    10072.488238
2015-07-22     8397.486475
2015-07-23     8912.142259
2015-07-24     9173.140365
2015-07-25     7144.560193
2015-07-26    -1009.264684
2015-07-27    13988.346497
2015-07-28    13331.571310
2015-07-29    11656.569551
2015-07-30    12171.225336
2015-07-31    12432.223445
Freq: D, Name: predicted_mean, dtype: float64"
479,480,"{'TAE': 3811.4221229557006, 'RMSE': 473.60358343212255, 'MAPE': 0.0764016385519595, 'AIC': np.float64(14040.6335773865), 'BIC': np.float64(14198.81795976164)}","2015-06-20    2366.449410
2015-06-21    -166.166264
2015-06-22    5253.192745
2015-06-23    4462.309950
2015-06-24    4305.825065
2015-06-25    4148.936918
2015-06-26    4001.909222
2015-06-27    2520.447830
2015-06-28    -126.044724
2015-06-29    6976.488143
2015-06-30    6100.788169
2015-07-01    5872.877650
2015-07-02    5741.483822
2015-07-03    5500.881456
2015-07-04    2503.030137
2015-07-05    -131.368978
2015-07-06    5359.823641
2015-07-07    4493.131323
2015-07-08    4272.806273
2015-07-09    4138.704923
2015-07-10    3908.040279
2015-07-11    2503.816528
2015-07-12    -131.866922
2015-07-13    6963.037081
2015-07-14    6095.388141
2015-07-15    5874.257507
2015-07-16    5740.443699
2015-07-17    5508.723658
2015-07-18    2502.669627
2015-07-19    -132.877425
2015-07-20    5359.125386
2015-07-21    4491.578040
2015-07-22    4270.532960
2015-07-23    4136.688614
2015-07-24    3905.080658
2015-07-25    2501.728043
2015-07-26    -133.833494
2015-07-27    6960.984465
2015-07-28    6093.426330
2015-07-29    5872.372164
2015-07-30    5738.531062
2015-07-31    5506.911202
Freq: D, Name: predicted_mean, dtype: float64"
480,481,"{'TAE': 1534.9832914181752, 'RMSE': 704.9651085356951, 'MAPE': 0.11682615747368591, 'AIC': np.float64(14640.137288836966), 'BIC': np.float64(14798.321671212107)}","2015-06-20    5569.540715
2015-06-21     -87.473990
2015-06-22    5908.163343
2015-06-23    4738.408428
2015-06-24    4414.309303
2015-06-25    4665.166154
2015-06-26    4856.651538
2015-06-27    5687.140278
2015-06-28     -73.209347
2015-06-29    7888.720727
2015-06-30    6671.389620
2015-07-01    6338.293389
2015-07-02    6592.462459
2015-07-03    6761.286499
2015-07-04    5677.582530
2015-07-05     -79.296634
2015-07-06    5946.767114
2015-07-07    4731.033915
2015-07-08    4398.239863
2015-07-09    4652.297688
2015-07-10    4821.882840
2015-07-11    5672.295318
2015-07-12     -84.700406
2015-07-13    7876.207727
2015-07-14    6660.420860
2015-07-15    6327.616659
2015-07-16    6581.678220
2015-07-17    6751.237809
2015-07-18    5666.864674
2015-07-19     -90.127136
2015-07-20    5935.970936
2015-07-21    4720.185871
2015-07-22    4387.382011
2015-07-23    4641.443447
2015-07-24    4811.003894
2015-07-25    5661.438847
2015-07-26     -95.553094
2015-07-27    7865.353887
2015-07-28    6649.568761
2015-07-29    6316.764890
2015-07-30    6570.826330
2015-07-31    6740.386749
Freq: D, Name: predicted_mean, dtype: float64"
481,482,"{'TAE': 12361.26980594272, 'RMSE': 999.7963017297332, 'MAPE': 0.10965278177564776, 'AIC': np.float64(15627.346938172006), 'BIC': np.float64(15785.531320547147)}","2015-06-20    8678.711509
2015-06-21    -801.394536
2015-06-22    6877.831627
2015-06-23    5295.926300
2015-06-24    4932.386345
2015-06-25    5128.428942
2015-06-26    5852.401434
2015-06-27    8891.010067
2015-06-28    -883.667851
2015-06-29    9704.847133
2015-06-30    8134.793342
2015-07-01    7807.147423
2015-07-02    8007.050073
2015-07-03    8794.033372
2015-07-04    8900.307674
2015-07-05    -914.673435
2015-07-06    6783.184694
2015-07-07    5214.751018
2015-07-08    4892.014327
2015-07-09    5092.444879
2015-07-10    5888.046575
2015-07-11    8881.822267
2015-07-12    -938.671382
2015-07-13    9652.388652
2015-07-14    8084.176569
2015-07-15    7762.111347
2015-07-16    7962.614103
2015-07-17    8759.394596
2015-07-18    8859.536788
2015-07-19    -961.710849
2015-07-20    6736.495384
2015-07-21    5168.313609
2015-07-22    4846.340229
2015-07-23    5046.852861
2015-07-24    5843.794586
2015-07-25    8836.731548
2015-07-26    -984.619217
2015-07-27    9606.488429
2015-07-28    8038.310801
2015-07-29    7716.349982
2015-07-30    7916.863965
2015-07-31    8713.827743
Freq: D, Name: predicted_mean, dtype: float64"
482,483,"{'TAE': 6528.5369820064225, 'RMSE': 725.0426163370781, 'MAPE': 0.12514457144268473, 'AIC': np.float64(14537.515082702455), 'BIC': np.float64(14695.699465077596)}","2015-06-20    1672.929334
2015-06-21     -53.050123
2015-06-22    5140.529506
2015-06-23    5408.851947
2015-06-24    4002.761703
2015-06-25    4795.453841
2015-06-26    3904.636437
2015-06-27    1822.993172
2015-06-28     -11.850134
2015-06-29    7063.675078
2015-06-30    7227.007707
2015-07-01    5776.919367
2015-07-02    6451.259934
2015-07-03    5554.835206
2015-07-04    1806.536395
2015-07-05     -14.609747
2015-07-06    5282.459960
2015-07-07    5459.004214
2015-07-08    4014.452490
2015-07-09    4703.686185
2015-07-10    3807.967071
2015-07-11    1811.031659
2015-07-12     -11.838107
2015-07-13    7050.663688
2015-07-14    7225.545417
2015-07-15    5780.296976
2015-07-16    6467.656549
2015-07-17    5571.848642
2015-07-18    1812.890359
2015-07-19      -9.762510
2015-07-20    5288.946038
2015-07-21    5464.036976
2015-07-22    4018.876209
2015-07-23    4706.471617
2015-07-24    3810.674884
2015-07-25    1815.080839
2015-07-26      -7.599324
2015-07-27    7054.696243
2015-07-28    7229.760854
2015-07-29    5784.589054
2015-07-30    6472.154786
2015-07-31    5576.356646
Freq: D, Name: predicted_mean, dtype: float64"
483,484,"{'TAE': 15439.625560632907, 'RMSE': 781.2501181438962, 'MAPE': 0.08477095922391907, 'AIC': np.float64(15282.795810614716), 'BIC': np.float64(15440.980192989857)}","2015-06-20    9034.915952
2015-06-21    -253.573592
2015-06-22    6783.301869
2015-06-23    5493.314819
2015-06-24    5613.115328
2015-06-25    6007.659488
2015-06-26    7483.430223
2015-06-27    9025.977799
2015-06-28    -279.005817
2015-06-29    8344.877277
2015-06-30    7145.964710
2015-07-01    7298.305331
2015-07-02    7773.790928
2015-07-03    9127.744772
2015-07-04    9023.082002
2015-07-05    -283.414347
2015-07-06    6655.139965
2015-07-07    5464.580181
2015-07-08    5619.905177
2015-07-09    6102.814218
2015-07-10    7445.595777
2015-07-11    9020.740373
2015-07-12    -285.894715
2015-07-13    8328.970977
2015-07-14    7139.177258
2015-07-15    7294.775963
2015-07-16    7778.365835
2015-07-17    9120.122742
2015-07-18    9018.449568
2015-07-19    -288.198244
2015-07-20    6649.529048
2015-07-21    5459.805588
2015-07-22    5615.429395
2015-07-23    6099.081709
2015-07-24    7440.744642
2015-07-25    9016.163424
2015-07-26    -290.485555
2015-07-27    8324.304289
2015-07-28    7134.587272
2015-07-29    7290.213381
2015-07-30    7773.871422
2015-07-31    9115.525736
Freq: D, Name: predicted_mean, dtype: float64"
484,485,"{'TAE': 4339.780638117809, 'RMSE': 658.295297520727, 'MAPE': 0.08778509346870712, 'AIC': np.float64(11272.527716139703), 'BIC': np.float64(11430.712098514843)}","2015-06-20    5845.914671
2015-06-21     411.586955
2015-06-22    5053.829503
2015-06-23    4344.064999
2015-06-24    4336.423562
2015-06-25    4227.918854
2015-06-26    4913.083379
2015-06-27    5825.520581
2015-06-28     400.690462
2015-06-29    6304.704684
2015-06-30    5591.014945
2015-07-01    5517.049945
2015-07-02    5438.121632
2015-07-03    6099.586199
2015-07-04    5831.843668
2015-07-05     406.629539
2015-07-06    5110.803875
2015-07-07    4397.272842
2015-07-08    4325.989454
2015-07-09    4245.865300
2015-07-10    4908.288110
2015-07-11    5837.086518
2015-07-12     411.887916
2015-07-13    6313.398096
2015-07-14    5599.860647
2015-07-15    5528.468835
2015-07-16    5448.393031
2015-07-17    6110.777097
2015-07-18    5842.373045
2015-07-19     417.173815
2015-07-20    5121.449396
2015-07-21    4407.912206
2015-07-22    4336.524777
2015-07-23    4256.447019
2015-07-24    4918.832651
2015-07-25    5847.657807
2015-07-26     422.458602
2015-07-27    6323.964688
2015-07-28    5610.427488
2015-07-29    5539.039882
2015-07-30    5458.962203
2015-07-31    6121.347772
Freq: D, Name: predicted_mean, dtype: float64"
485,486,"{'TAE': 10598.507224356668, 'RMSE': 688.7099730016722, 'MAPE': 0.13706442990381001, 'AIC': np.float64(14270.930544759824), 'BIC': np.float64(14429.114927134964)}","2015-06-20    2702.281436
2015-06-21     -35.377983
2015-06-22    4812.731078
2015-06-23    3935.540392
2015-06-24    3569.593068
2015-06-25    3992.499989
2015-06-26    3811.887515
2015-06-27    3054.191697
2015-06-28     106.671479
2015-06-29    6646.649430
2015-06-30    5751.622146
2015-07-01    5337.137321
2015-07-02    5727.888619
2015-07-03    5538.589840
2015-07-04    3040.583447
2015-07-05     104.499393
2015-07-06    4880.847392
2015-07-07    3986.760596
2015-07-08    3574.982123
2015-07-09    3967.532939
2015-07-10    3778.718769
2015-07-11    3046.912465
2015-07-12     110.183863
2015-07-13    6654.046234
2015-07-14    5759.906368
2015-07-15    5347.975487
2015-07-16    5740.424977
2015-07-17    5551.583517
2015-07-18    3052.117845
2015-07-19     115.425527
2015-07-20    4891.554546
2015-07-21    3997.417666
2015-07-22    3585.495366
2015-07-23    3977.950560
2015-07-24    3789.110636
2015-07-25    3057.386479
2015-07-26     120.692119
2015-07-27    6664.566817
2015-07-28    5770.429770
2015-07-29    5358.506986
2015-07-30    5750.961859
2015-07-31    5562.121849
Freq: D, Name: predicted_mean, dtype: float64"
486,487,"{'TAE': 14366.227087684849, 'RMSE': 897.6878064690668, 'MAPE': 0.09082129094817709, 'AIC': np.float64(14946.117954592923), 'BIC': np.float64(15104.302336968063)}","2015-06-20    6932.734965
2015-06-21    -358.844551
2015-06-22    6354.920786
2015-06-23    5309.489890
2015-06-24    5116.043108
2015-06-25    5484.319567
2015-06-26    5869.407709
2015-06-27    6957.153400
2015-06-28    -369.489670
2015-06-29    8811.070944
2015-06-30    7773.224503
2015-07-01    7581.284888
2015-07-02    7949.547555
2015-07-03    8335.094381
2015-07-04    6944.629535
2015-07-05    -382.209651
2015-07-06    6321.906658
2015-07-07    5284.102636
2015-07-08    5092.171451
2015-07-09    5460.434040
2015-07-10    5845.983432
2015-07-11    6931.899046
2015-07-12    -394.941237
2015-07-13    8785.565409
2015-07-14    7747.761625
2015-07-15    7555.830487
2015-07-16    7924.093076
2015-07-17    8309.642482
2015-07-18    6919.167400
2015-07-19    -407.672889
2015-07-20    6296.443118
2015-07-21    5258.639335
2015-07-22    5066.708197
2015-07-23    5434.970787
2015-07-24    5820.520193
2015-07-25    6906.435749
2015-07-26    -420.404540
2015-07-27    8760.102105
2015-07-28    7722.298321
2015-07-29    7530.367184
2015-07-30    7898.629773
2015-07-31    8284.179179
Freq: D, Name: predicted_mean, dtype: float64"
487,488,"{'TAE': 11383.017439322022, 'RMSE': 497.8799750574321, 'MAPE': 0.10399019003722396, 'AIC': np.float64(13733.35218767965), 'BIC': np.float64(13891.53657005479)}","2015-06-20    3180.177845
2015-06-21    -239.551437
2015-06-22    3491.512641
2015-06-23    2831.465737
2015-06-24    2627.507729
2015-06-25    2508.918900
2015-06-26    2763.456508
2015-06-27    3176.512065
2015-06-28    -239.972631
2015-06-29    4739.092385
2015-06-30    4077.094196
2015-07-01    3862.079804
2015-07-02    3743.378974
2015-07-03    4003.610689
2015-07-04    3173.293021
2015-07-05    -243.230288
2015-07-06    3493.352600
2015-07-07    2831.377633
2015-07-08    2616.494821
2015-07-09    2497.795324
2015-07-10    2757.959274
2015-07-11    3170.068661
2015-07-12    -246.454189
2015-07-13    4732.545149
2015-07-14    4070.569905
2015-07-15    3855.685528
2015-07-16    3736.986014
2015-07-17    3997.150771
2015-07-18    3166.844364
2015-07-19    -249.678492
2015-07-20    3486.905179
2015-07-21    2824.929938
2015-07-22    2610.045579
2015-07-23    2491.346066
2015-07-24    2751.510814
2015-07-25    3163.620066
2015-07-26    -252.902789
2015-07-27    4726.096540
2015-07-28    4064.121299
2015-07-29    3849.236940
2015-07-30    3730.537427
2015-07-31    3990.702174
Freq: D, Name: predicted_mean, dtype: float64"
488,489,"{'TAE': 7145.0524044628255, 'RMSE': 1097.7396503676982, 'MAPE': 0.08757500941888316, 'AIC': np.float64(15341.814710984047), 'BIC': np.float64(15499.999093359187)}","2015-06-20     3175.844213
2015-06-21      -66.053984
2015-06-22     6953.687313
2015-06-23     6516.053109
2015-06-24     5524.185598
2015-06-25     6192.817987
2015-06-26     5398.128425
2015-06-27     3328.003202
2015-06-28      -39.263630
2015-06-29    11676.529497
2015-06-30    10805.095463
2015-07-01     9236.782983
2015-07-02     9920.295646
2015-07-03     8937.505928
2015-07-04     3285.273120
2015-07-05      -49.436425
2015-07-06     7494.222093
2015-07-07     6735.442693
2015-07-08     5316.828743
2015-07-09     5996.477108
2015-07-10     5062.535622
2015-07-11     3293.154270
2015-07-12      -50.010164
2015-07-13    11529.725501
2015-07-14    10741.690518
2015-07-15     9284.200958
2015-07-16     9964.852853
2015-07-17     9018.225839
2015-07-18     3287.892053
2015-07-19      -53.076708
2015-07-20     7525.914935
2015-07-21     6745.477413
2015-07-22     5298.083563
2015-07-23     5978.474849
2015-07-24     5035.142174
2015-07-25     3286.043073
2015-07-26      -55.495888
2015-07-27    11515.064023
2015-07-28    10732.653496
2015-07-29     9282.637865
2015-07-30     9963.096829
2015-07-31     9018.908638
Freq: D, Name: predicted_mean, dtype: float64"
489,490,"{'TAE': 14153.988725673116, 'RMSE': 776.6484185710407, 'MAPE': 0.07980385019472336, 'AIC': np.float64(11506.64222018512), 'BIC': np.float64(11664.82660256026)}","2015-06-20    9722.116777
2015-06-21      94.649686
2015-06-22    8220.773455
2015-06-23    7570.139204
2015-06-24    7306.393046
2015-06-25    7150.545760
2015-06-26    7453.092871
2015-06-27    9865.785446
2015-06-28     127.818123
2015-06-29    9619.495700
2015-06-30    8918.852025
2015-07-01    8665.019970
2015-07-02    8592.325588
2015-07-03    8852.221932
2015-07-04    9877.265449
2015-07-05     132.998571
2015-07-06    8251.854102
2015-07-07    7548.360929
2015-07-08    7295.093672
2015-07-09    7227.136886
2015-07-10    7484.603213
2015-07-11    9881.208971
2015-07-12     136.583179
2015-07-13    9627.845716
2015-07-14    8924.190194
2015-07-15    8670.955116
2015-07-16    8603.268253
2015-07-17    8860.596131
2015-07-18    9884.723106
2015-07-19     140.076864
2015-07-20    8258.908748
2015-07-21    7555.243976
2015-07-22    7302.010731
2015-07-23    7234.339247
2015-07-24    7491.659236
2015-07-25    9888.212776
2015-07-26     143.565369
2015-07-27    9634.826559
2015-07-28    8931.161260
2015-07-29    8677.928120
2015-07-30    8610.257512
2015-07-31    8867.577052
Freq: D, Name: predicted_mean, dtype: float64"
490,491,"{'TAE': 7645.197236861044, 'RMSE': 765.9242968494914, 'MAPE': 0.10635968155986024, 'AIC': np.float64(14801.509809013174), 'BIC': np.float64(14959.694191388315)}","2015-06-20    7370.197774
2015-06-21       9.445853
2015-06-22    6777.880414
2015-06-23    5586.875896
2015-06-24    5481.016288
2015-06-25    5603.102420
2015-06-26    6072.546540
2015-06-27    7429.131768
2015-06-28      16.106386
2015-06-29    9521.986373
2015-06-30    8075.540031
2015-07-01    7880.038189
2015-07-02    7763.822116
2015-07-03    8376.848586
2015-07-04    7421.536471
2015-07-05      15.938301
2015-07-06    7103.491720
2015-07-07    5693.339682
2015-07-08    5510.574605
2015-07-09    5428.217562
2015-07-10    6020.843218
2015-07-11    7423.393912
2015-07-12      16.740450
2015-07-13    9477.278614
2015-07-14    8061.969721
2015-07-15    7877.394948
2015-07-16    7790.227064
2015-07-17    8385.751358
2015-07-18    7423.908266
2015-07-19      17.404745
2015-07-20    7111.400531
2015-07-21    5696.824346
2015-07-22    5512.506703
2015-07-23    5426.022365
2015-07-24    6021.134807
2015-07-25    7424.613452
2015-07-26      18.088626
2015-07-27    9477.711430
2015-07-28    8063.031139
2015-07-29    7878.676961
2015-07-30    7792.095503
2015-07-31    8387.266462
Freq: D, Name: predicted_mean, dtype: float64"
491,492,"{'TAE': 13782.902377095772, 'RMSE': 939.9418262421726, 'MAPE': 0.07959110695199624, 'AIC': np.float64(12259.963795734368), 'BIC': np.float64(12418.148178109508)}","2015-06-20    6968.822882
2015-06-21    -356.774644
2015-06-22    7329.559460
2015-06-23    6439.764940
2015-06-24    5931.008329
2015-06-25    6040.403051
2015-06-26    6193.013419
2015-06-27    7006.239335
2015-06-28    -343.907618
2015-06-29    9915.439243
2015-06-30    9024.705241
2015-07-01    8443.824360
2015-07-02    8504.611805
2015-07-03    8682.614496
2015-07-04    6995.930858
2015-07-05    -353.151198
2015-07-06    7382.098173
2015-07-07    6491.404925
2015-07-08    5913.652653
2015-07-09    5976.548586
2015-07-10    6153.449808
2015-07-11    6987.692585
2015-07-12    -361.435664
2015-07-13    9895.789348
2015-07-14    9005.094332
2015-07-15    8427.206347
2015-07-16    8490.010818
2015-07-17    8666.959820
2015-07-18    6979.364511
2015-07-19    -369.761734
2015-07-20    7365.579679
2015-07-21    6474.884739
2015-07-22    5897.002641
2015-07-23    5959.811079
2015-07-24    6136.758009
2015-07-25    6971.040333
2015-07-26    -378.086000
2015-07-27    9879.135020
2015-07-28    8988.440077
2015-07-29    8410.557724
2015-07-30    8473.365990
2015-07-31    8650.313009
Freq: D, Name: predicted_mean, dtype: float64"
